2025-02-09 00:20:47 | INFO | Redis bağlantısı başarılı.
2025-02-09 00:20:47 | WARNING | Mevcut model yüklenemedi: Error when deserializing class 'InputLayer' using config={'batch_shape': [None, 224, 224, 3], 'dtype': 'float32', 'sparse': False, 'name': 'input_layer'}.

Exception encountered: Unrecognized keyword arguments: ['batch_shape']
2025-02-09 00:20:47 | INFO | Yeni model oluşturuluyor...
2025-02-09 00:20:57 | INFO | Yeni DeepFashion modeli oluşturuldu ve kaydedildi
2025-02-09 00:21:04 | INFO | Request başladı: GET http://localhost:8000/
2025-02-09 00:21:04 | INFO | Request tamamlandı: 0.00 saniye
2025-02-09 00:21:44 | INFO | Request başladı: POST http://localhost:8000/urun-oner
2025-02-09 00:21:45 | INFO | Request tamamlandı: 0.35 saniye
2025-02-09 00:23:22 | INFO | Request başladı: GET http://localhost:8000/urun-oner
2025-02-09 00:23:22 | INFO | Request tamamlandı: 0.00 saniye
2025-02-09 00:38:00 | INFO | Request başladı: GET http://localhost:8000/
2025-02-09 00:38:00 | INFO | Request tamamlandı: 0.01 saniye
2025-02-09 00:46:57 | ERROR | Redis bağlantısı başarısız: Authentication required.
2025-02-09 00:49:30 | ERROR | Redis bağlantısı başarısız: Authentication required.
2025-02-09 00:52:49 | ERROR | Redis bağlantısı başarısız: Authentication required.
2025-02-09 01:29:15 | ERROR | Redis bağlantısı başarısız: Authentication required.
2025-02-09 01:32:29 | ERROR | Redis bağlantısı başarısız: Authentication required.
2025-02-09 01:33:32 | ERROR | Redis bağlantısı başarısız: Authentication required.
2025-02-09 01:36:06 | WARNING | Redis bağlantı denemesi 1 başarısız: Authentication required.
2025-02-09 01:36:08 | WARNING | Redis bağlantı denemesi 2 başarısız: Authentication required.
2025-02-09 01:36:10 | WARNING | Redis bağlantı denemesi 3 başarısız: Authentication required.
2025-02-09 01:36:12 | WARNING | Redis bağlantı denemesi 4 başarısız: Authentication required.
2025-02-09 01:36:14 | ERROR | Redis bağlantısı başarısız: Authentication required.
2025-02-09 01:36:16 | INFO | Mevcut DeepFashion modeli başarıyla yüklendi
2025-02-09 01:38:43 | WARNING | Redis bağlantı denemesi 1 başarısız: Authentication required.
2025-02-09 01:38:45 | WARNING | Redis bağlantı denemesi 2 başarısız: Authentication required.
2025-02-09 01:38:47 | WARNING | Redis bağlantı denemesi 3 başarısız: Authentication required.
2025-02-09 01:38:49 | WARNING | Redis bağlantı denemesi 4 başarısız: Authentication required.
2025-02-09 01:38:51 | ERROR | Redis bağlantısı başarısız: Authentication required.
2025-02-09 01:38:52 | INFO | Mevcut DeepFashion modeli başarıyla yüklendi
2025-02-09 01:39:28 | INFO | Redis bağlantısı başarılı
2025-02-09 01:39:29 | INFO | Mevcut DeepFashion modeli başarıyla yüklendi
2025-02-09 01:39:56 | INFO | Redis bağlantısı başarılı
